Name,Total invested,Current valuation,Net profit,Absolute profit,Total installments,Internal rate of return,SIP start date,SIP end date
Reliance Ultra Short Duration Fund - Direct Plan - Debt - Liquid : Dividend-Monthly,"₹ 330,000.00","₹ 331,662.10","₹ 1,662.10",0.50%,66,0.18%,02-02-2013,25-07-2018
Reliance Gold Savings Fund - Direct Plan - Gold Fund : Dividend,"₹ 330,000.00","₹ 335,340.46","₹ 5,340.46",1.62%,66,0.58%,02-02-2013,25-07-2018
Reliance Gold Savings Fund - Direct Plan - Gold Fund : Growth,"₹ 330,000.00","₹ 335,340.33","₹ 5,340.33",1.62%,66,0.58%,02-02-2013,25-07-2018
Reliance Tax Saver Fund - Direct Plan - Equity - Tax Planning : Growth,"₹ 330,000.00","₹ 481,889.46","₹ 151,889.46",46.03%,66,13.79%,02-02-2013,25-07-2018
Reliance Tax Saver Fund - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 365,423.88","₹ 35,423.88",10.73%,66,3.69%,02-02-2013,25-07-2018
Reliance Tax Saver Fund - Direct Plan - Equity - Tax Planning : Dividend-Annual,"₹ 210,000.00","₹ 230,280.10","₹ 20,280.10",9.66%,42,5.27%,02-02-2013,25-07-2018
SBI Arbitrage Opportunities Fund - Direct Plan - Hybrid - Arbitrage : Growth,"₹ 330,000.00","₹ 401,531.65","₹ 71,531.65",21.68%,66,7.11%,02-02-2013,25-07-2018
SBI Arbitrage Opportunities Fund - Direct Plan - Hybrid - Arbitrage : Dividend,"₹ 330,000.00","₹ 346,329.04","₹ 16,329.04",4.95%,66,1.75%,02-02-2013,25-07-2018
SBI Debt Hybrid Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 330,000.00","₹ 426,217.46","₹ 96,217.46",29.16%,66,9.29%,02-02-2013,25-07-2018
SBI Debt Hybrid Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Monthly,"₹ 330,000.00","₹ 377,835.01","₹ 47,835.01",14.50%,66,4.90%,02-02-2013,25-07-2018
SBI Debt Hybrid Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,"₹ 330,000.00","₹ 353,323.01","₹ 23,323.01",7.07%,66,2.47%,02-02-2013,25-07-2018
SBI Dynamic Asset Allocation Fund - Direct Plan - Hybrid - Asset Allocation : Growth,"₹ 200,000.00","₹ 244,067.22","₹ 44,067.22",22.03%,40,12.14%,02-02-2013,25-07-2018
SBI Dynamic Asset Allocation Fund - Direct Plan - Hybrid - Asset Allocation : Dividend,"₹ 200,000.00","₹ 243,872.84","₹ 43,872.84",21.94%,40,12.09%,02-02-2013,25-07-2018
SBI Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend,"₹ 330,000.00","₹ 386,017.10","₹ 56,017.10",16.97%,66,5.68%,02-02-2013,25-07-2018
SBI Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 505,139.32","₹ 175,139.32",53.07%,66,15.52%,02-02-2013,25-07-2018
SBI Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 190,000.00","₹ 219,351.57","₹ 29,351.57",15.45%,38,9.16%,02-02-2013,25-07-2018
SBI Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Quarterly,"₹ 190,000.00","₹ 213,990.10","₹ 23,990.10",12.63%,38,7.56%,02-02-2013,25-07-2018
SBI Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Monthly,"₹ 190,000.00","₹ 207,242.55","₹ 17,242.55",9.08%,38,5.49%,02-02-2013,25-07-2018
SBI Magnum Medium Duration Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 330,000.00","₹ 435,870.22","₹ 105,870.22",32.08%,66,10.11%,02-02-2013,25-07-2018
SBI Magnum Medium Duration Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend,"₹ 320,000.00","₹ 350,467.76","₹ 30,467.76",9.52%,64,3.39%,02-02-2013,25-07-2018
SBI Multi Asset Allocation Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 325,000.00","₹ 423,120.57","₹ 98,120.57",30.19%,65,9.73%,02-02-2013,25-07-2018
SBI Multi Asset Allocation Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,"₹ 330,000.00","₹ 362,960.51","₹ 32,960.51",9.99%,66,3.44%,02-02-2013,25-07-2018
SBI Banking & Financial Services Fund - Direct Plan - Equity - Banking : Growth,"₹ 205,000.00","₹ 303,143.57","₹ 98,143.57",47.87%,41,23.83%,02-02-2013,25-07-2018
SBI Blue Chip Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 460,196.52","₹ 130,196.52",39.45%,66,12.10%,02-02-2013,25-07-2018
SBI Blue Chip Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 515,990.25","₹ 185,990.25",56.36%,66,16.31%,02-02-2013,25-07-2018
SBI Consumption Opportunities Fund - Direct Plan - Equity - FMCG : Dividend,"₹ 330,000.00","₹ 427,540.09","₹ 97,540.09",29.56%,66,9.40%,02-02-2013,25-07-2018
SBI Consumption Opportunities Fund - Direct Plan - Equity - FMCG : Growth,"₹ 330,000.00","₹ 549,008.64","₹ 219,008.64",66.37%,66,18.61%,02-02-2013,25-07-2018
SBI Contra Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 454,843.54","₹ 124,843.54",37.83%,66,11.67%,02-02-2013,25-07-2018
SBI Contra Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 349,038.98","₹ 19,038.98",5.77%,66,2.03%,02-02-2013,25-07-2018
SBI Focused Equity Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 548,735.13","₹ 218,735.13",66.28%,66,18.59%,02-02-2013,25-07-2018
SBI Healthcare Opportunities Fund - Direct Plan - Equity - Pharma : Growth,"₹ 330,000.00","₹ 368,095.97","₹ 38,095.97",11.54%,66,3.95%,02-02-2013,25-07-2018
SBI Healthcare Opportunities Fund - Direct Plan - Equity - Pharma : Dividend,"₹ 330,000.00","₹ 313,094.41","₹ -16,905.59",-5.12%,66,-1.90%,02-02-2013,25-07-2018
SBI Infrastructure Fund - Direct Plan - Equity - Infrastructure : Growth,"₹ 330,000.00","₹ 469,327.80","₹ 139,327.80",42.22%,66,12.82%,02-02-2013,25-07-2018
SBI Large & Midcap Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 427,726.71","₹ 97,726.71",29.61%,66,9.42%,02-02-2013,25-07-2018
SBI Large & Midcap Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 509,134.45","₹ 179,134.45",54.28%,66,15.82%,02-02-2013,25-07-2018
SBI Magnum Comma Fund - Direct Plan - Equity - Others : Growth,"₹ 330,000.00","₹ 493,152.78","₹ 163,152.78",49.44%,66,14.64%,02-02-2013,25-07-2018
SBI Magnum Equity ESG Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 494,676.76","₹ 164,676.76",49.90%,66,14.75%,02-02-2013,25-07-2018
SBI Magnum Equity ESG Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 354,166.72","₹ 24,166.72",7.32%,66,2.56%,02-02-2013,25-07-2018
SBI Magnum Global Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 525,748.28","₹ 195,748.28",59.32%,66,17.00%,02-02-2013,25-07-2018
SBI Magnum Global Fund - Direct Plan - Equity - Midcap : Dividend,"₹ 330,000.00","₹ 424,899.69","₹ 94,899.69",28.76%,66,9.17%,02-02-2013,25-07-2018
SBI Magnum Midcap Fund - Direct Plan - Equity - Small Cap : Growth,"₹ 330,000.00","₹ 523,384.12","₹ 193,384.12",58.60%,66,16.84%,02-02-2013,25-07-2018
SBI Magnum Multi Cap Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 555,450.65","₹ 225,450.65",68.32%,66,19.04%,02-02-2013,25-07-2018
SBI Nifty Index Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 477,179.53","₹ 147,179.53",44.60%,66,13.43%,02-02-2013,25-07-2018
SBI PSU Fund - Direct Plan - Equity - Others : Growth,"₹ 330,000.00","₹ 369,163.54","₹ 39,163.54",11.87%,66,4.06%,02-02-2013,25-07-2018
SBI Technology Opportunities Fund - Direct Plan - Equity - Technology : Growth,"₹ 330,000.00","₹ 524,201.58","₹ 194,201.58",58.85%,66,16.89%,02-02-2013,25-07-2018
SBI Technology Opportunities Fund - Direct Plan - Equity - Technology : Dividend,"₹ 330,000.00","₹ 413,213.36","₹ 83,213.36",25.22%,66,8.16%,02-02-2013,25-07-2018
SBI Banking & PSU Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 414,721.19","₹ 84,721.19",25.67%,66,8.29%,02-02-2013,25-07-2018
SBI Banking & PSU Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 240,000.00","₹ 248,207.78","₹ 8,207.78",3.42%,48,1.67%,02-02-2013,25-07-2018
SBI Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Dividend,"₹ 330,000.00","₹ 357,836.47","₹ 27,836.47",8.44%,66,2.93%,02-02-2013,25-07-2018
SBI Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Growth,"₹ 330,000.00","₹ 423,900.37","₹ 93,900.37",28.45%,66,9.09%,02-02-2013,25-07-2018
SBI Dynamic Bond Fund - Direct Plan - Debt - Dynamic Bond : Growth,"₹ 330,000.00","₹ 411,068.37","₹ 81,068.37",24.57%,66,7.97%,02-02-2013,25-07-2018
SBI Dynamic Bond Fund - Direct Plan - Debt - Dynamic Bond : Dividend,"₹ 330,000.00","₹ 352,070.16","₹ 22,070.16",6.69%,66,2.34%,02-02-2013,25-07-2018
SBI Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 406,970.95","₹ 76,970.95",23.32%,66,7.60%,02-02-2013,25-07-2018
SBI Magnum Constant Maturity Fund - Direct Plan - Debt - Gilt Short Term : Dividend,"₹ 330,000.00","₹ 360,925.50","₹ 30,925.50",9.37%,66,3.24%,02-02-2013,25-07-2018
SBI Magnum Constant Maturity Fund - Direct Plan - Debt - Gilt Short Term : Growth,"₹ 330,000.00","₹ 427,647.23","₹ 97,647.23",29.59%,66,9.41%,02-02-2013,25-07-2018
SBI Magnum Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 421,719.18","₹ 91,719.18",27.79%,66,8.90%,02-02-2013,25-07-2018
SBI Magnum Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend,"₹ 330,000.00","₹ 357,562.31","₹ 27,562.31",8.35%,66,2.90%,02-02-2013,25-07-2018
SBI Magnum Income Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 413,266.25","₹ 83,266.25",25.23%,66,8.16%,02-02-2013,25-07-2018
SBI Magnum Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 342,376.85","₹ 12,376.85",3.75%,66,1.33%,02-02-2013,25-07-2018
SBI Magnum Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 409,689.63","₹ 79,689.63",24.15%,66,7.84%,02-02-2013,25-07-2018
SBI Magnum Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Fortnightly,"₹ 330,000.00","₹ 330,119.26",₹ 119.26,0.04%,66,0.01%,02-02-2013,25-07-2018
SBI Magnum Ultra Short Duration Fund - Direct Plan - Debt - Liquid : Dividend-Weekly,"₹ 330,000.00","₹ 329,868.93",₹ -131.07,-0.04%,66,-0.01%,02-02-2013,25-07-2018
SBI Magnum Ultra Short Duration Fund - Direct Plan - Cash - Debt - Liquid : Growth,"₹ 330,000.00","₹ 408,432.54","₹ 78,432.54",23.77%,66,7.73%,02-02-2013,25-07-2018
SBI Overnight Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 399,246.09","₹ 69,246.09",20.98%,66,6.90%,02-02-2013,25-07-2018
SBI Savings Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 413,966.07","₹ 83,966.07",25.44%,66,8.22%,02-02-2013,25-07-2018
SBI Short Term Debt Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 349,841.53","₹ 19,841.53",6.01%,66,2.11%,02-02-2013,25-07-2018
SBI Short Term Debt Fund - Direct Plan - Debt - Short Term : Dividend-Fortnightly,"₹ 330,000.00","₹ 399,867.64","₹ 69,867.64",21.17%,66,6.96%,02-02-2013,25-07-2018
SBI Short Term Debt Fund - Direct Plan - Debt - Short Term : Dividend-Weekly,"₹ 330,000.00","₹ 330,731.67",₹ 731.67,0.22%,66,0.08%,02-02-2013,25-07-2018
SBI Short Term Debt Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 411,271.96","₹ 81,271.96",24.63%,66,7.99%,02-02-2013,25-07-2018
SBI Gold Fund - Direct Plan - Gold Fund : Growth,"₹ 330,000.00","₹ 337,005.90","₹ 7,005.90",2.12%,66,0.76%,02-02-2013,25-07-2018
SBI Magnum Tax Gain Scheme 93 - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 347,919.99","₹ 17,919.99",5.43%,66,1.91%,02-02-2013,25-07-2018
SBI Magnum Tax Gain Scheme 93 - Direct Plan - Equity - Tax Planning : Growth,"₹ 330,000.00","₹ 463,620.85","₹ 133,620.85",40.49%,66,12.37%,02-02-2013,25-07-2018
Tata Banking and Financial Services Fund - Direct Plan - Equity - Banking : Dividend-Payout,"₹ 160,000.00","₹ 225,400.37","₹ 65,400.37",40.88%,32,27.31%,02-02-2013,25-07-2018
Tata Banking and Financial Services Fund - Direct Plan - Equity - Banking : Growth,"₹ 160,000.00","₹ 225,410.20","₹ 65,410.20",40.88%,32,27.31%,02-02-2013,25-07-2018
Tata Digital India Fund - Direct Plan - Equity - Technology : Dividend-Payout,"₹ 160,000.00","₹ 235,039.31","₹ 75,039.31",46.90%,32,30.92%,02-02-2013,25-07-2018
Tata Digital India Fund - Direct Plan - Equity - Technology : Growth,"₹ 160,000.00","₹ 235,060.27","₹ 75,060.27",46.91%,32,30.92%,02-02-2013,25-07-2018
Tata Equity P/E Fund - Direct Plan - Equity - Midcap : Dividend,"₹ 330,000.00","₹ 491,508.01","₹ 161,508.01",48.94%,66,14.52%,02-02-2013,25-07-2018
Tata Equity P/E Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 601,425.36","₹ 271,425.36",82.25%,66,22.01%,02-02-2013,25-07-2018
Tata Equity P/E Fund - Direct Plan - Trigger Option A 5% - Equity - Midcap : Dividend,"₹ 330,000.00","₹ 497,533.78","₹ 167,533.78",50.77%,66,14.96%,02-02-2013,25-07-2018
Tata Ethical Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 465,754.81","₹ 135,754.81",41.14%,66,12.54%,02-02-2013,25-07-2018
Tata Ethical Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 478,745.05","₹ 148,745.05",45.07%,66,13.55%,02-02-2013,25-07-2018
Tata India Consumer Fund - Direct Plan - Equity - MultiCap : Dividend-Payout,"₹ 160,000.00","₹ 235,166.42","₹ 75,166.42",46.98%,32,30.96%,02-02-2013,25-07-2018
Tata India Consumer Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 160,000.00","₹ 235,223.94","₹ 75,223.94",47.01%,32,30.98%,02-02-2013,25-07-2018
Tata India Pharma & HealthCare Fund - Direct Plan - Equity - Pharma : Growth,"₹ 160,000.00","₹ 157,605.86","₹ -2,394.14",-1.50%,32,-1.11%,02-02-2013,25-07-2018
Tata India Pharma & HealthCare Fund - Direct Plan - Equity - Pharma : Dividend-Payout,"₹ 160,000.00","₹ 157,602.79","₹ -2,397.21",-1.50%,32,-1.12%,02-02-2013,25-07-2018
Tata Infrastructure Fund - Direct Plan - Equity - Infrastructure : Growth,"₹ 330,000.00","₹ 466,891.10","₹ 136,891.10",41.48%,66,12.63%,02-02-2013,25-07-2018
Tata Infrastructure Fund - Direct Plan - Equity - Infrastructure : Dividend,"₹ 330,000.00","₹ 386,641.87","₹ 56,641.87",17.16%,66,5.74%,02-02-2013,25-07-2018
Tata Large & Mid Cap Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 425,603.88","₹ 95,603.88",28.97%,66,9.23%,02-02-2013,25-07-2018
Tata Large & Mid Cap Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 489,138.34","₹ 159,138.34",48.22%,66,14.34%,02-02-2013,25-07-2018
Tata Large Cap Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 480,453.11","₹ 150,453.11",45.59%,66,13.68%,02-02-2013,25-07-2018
Tata Large Cap Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 384,698.79","₹ 54,698.79",16.58%,66,5.55%,02-02-2013,25-07-2018
Tata Mid Cap Growth Fund - Direct Plan - Equity - MidCap : Dividend,"₹ 330,000.00","₹ 501,079.45","₹ 171,079.45",51.84%,66,15.23%,02-02-2013,25-07-2018
Tata Mid Cap Growth Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 543,124.75","₹ 213,124.75",64.58%,66,18.21%,02-02-2013,25-07-2018
Tata Resources & Energy Fund - Direct Plan - Equity - Others : Dividend-Payout,"₹ 160,000.00","₹ 180,324.37","₹ 20,324.37",12.70%,32,9.09%,02-02-2013,25-07-2018
Tata Resources & Energy Fund - Direct Plan - Equity - Others : Growth,"₹ 160,000.00","₹ 180,336.05","₹ 20,336.05",12.71%,32,9.09%,02-02-2013,25-07-2018
Tata Retirement Savings Fund - Progressive Plan - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 586,263.58","₹ 256,263.58",77.66%,66,21.05%,02-02-2013,25-07-2018
Tata Corporate Bond Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 325,000.00","₹ 324,819.93",₹ -180.07,-0.06%,65,-0.02%,02-02-2013,25-07-2018
Tata Corporate Bond Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 412,163.00","₹ 82,163.00",24.90%,66,8.06%,02-02-2013,25-07-2018
Tata Corporate Bond Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 331,868.97","₹ 1,868.97",0.57%,66,0.20%,02-02-2013,25-07-2018
Tata Dynamic Bond Fund - Direct Plan - Debt - Dynamic Bond : Dividend,"₹ 330,000.00","₹ 364,154.97","₹ 34,154.97",10.35%,66,3.56%,02-02-2013,25-07-2018
Tata Dynamic Bond Fund - Direct Plan - Debt - Dynamic Bond : Growth,"₹ 330,000.00","₹ 413,433.38","₹ 83,433.38",25.28%,66,8.18%,02-02-2013,25-07-2018
Tata Gilt Securities Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend,"₹ 330,000.00","₹ 358,204.65","₹ 28,204.65",8.55%,66,2.97%,02-02-2013,25-07-2018
Tata Gilt Securities Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 402,609.03","₹ 72,609.03",22.00%,66,7.21%,02-02-2013,25-07-2018
Tata Income Fund - Direct Plan - Debt - Income : Periodic Dividend,"₹ 200,000.00","₹ 230,402.54","₹ 30,402.54",15.20%,40,6.91%,02-02-2013,25-07-2018
Tata Income Fund - Direct Plan - Debt - Income : Dividend-Half Yearly,"₹ 330,000.00","₹ 358,172.11","₹ 28,172.11",8.54%,66,2.96%,02-02-2013,25-07-2018
Tata Income Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 406,284.53","₹ 76,284.53",23.12%,66,7.54%,02-02-2013,25-07-2018
Tata Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 407,994.05","₹ 77,994.05",23.63%,66,7.69%,02-02-2013,25-07-2018
Tata Medium Term Fund - Direct Plan - Debt - Income : Dividend,"₹ 320,000.00","₹ 341,577.39","₹ 21,577.39",6.74%,64,2.43%,02-02-2013,25-07-2018
Tata Medium Term Fund - Direct Plan - Debt - Income : Growth,"₹ 325,000.00","₹ 403,469.96","₹ 78,469.96",24.14%,65,7.97%,02-02-2013,25-07-2018
Tata Money Market Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 408,049.47","₹ 78,049.47",23.65%,66,7.70%,02-02-2013,25-07-2018
Tata Short Term Bond Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 412,930.46","₹ 82,930.46",25.13%,66,8.13%,02-02-2013,25-07-2018
Tata Short Term Bond Fund - Direct Plan - Debt - Short Term : Periodic Dividend,"₹ 210,000.00","₹ 238,054.36","₹ 28,054.36",13.36%,42,7.21%,02-02-2013,25-07-2018
Tata Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Periodic Dividend,"₹ 330,000.00","₹ 412,343.31","₹ 82,343.31",24.95%,66,8.08%,02-02-2013,25-07-2018
Tata Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 412,424.80","₹ 82,424.80",24.98%,66,8.09%,02-02-2013,25-07-2018
Tata Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 330,000.00","₹ 329,797.85",₹ -202.15,-0.06%,66,-0.02%,02-02-2013,25-07-2018
Tata Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Monthly,"₹ 250,000.00","₹ 262,888.25","₹ 12,888.25",5.16%,50,2.40%,02-02-2013,25-07-2018
Tata Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Quarterly,"₹ 315,000.00","₹ 381,308.62","₹ 66,308.62",21.05%,63,7.27%,02-02-2013,25-07-2018
Tata Equity Savings Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 404,564.85","₹ 74,564.85",22.60%,66,7.39%,02-02-2013,25-07-2018
Tata Hybrid Equity Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Monthly,"₹ 330,000.00","₹ 365,677.75","₹ 35,677.75",10.81%,66,3.71%,02-02-2013,25-07-2018
Tata Hybrid Equity Fund - Direct Plan - Hybrid - Equity Oriented : Dividend,"₹ 330,000.00","₹ 363,326.69","₹ 33,326.69",10.10%,66,3.48%,02-02-2013,25-07-2018
Tata Hybrid Equity Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 472,786.82","₹ 142,786.82",43.27%,66,13.09%,02-02-2013,25-07-2018
Tata Retirement Savings Fund - Conservative Plan - Direct Plan - Hybrid - Debt-oriented Aggressive : Growth,"₹ 330,000.00","₹ 453,481.81","₹ 123,481.81",37.42%,66,11.56%,02-02-2013,25-07-2018
Tata Retirement Savings Fund - Moderate Plan - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 571,949.35","₹ 241,949.35",73.32%,66,20.13%,02-02-2013,25-07-2018
Tata India Tax Savings Fund - Direct Plan - Equity - Tax Planning : Growth,"₹ 230,000.00","₹ 301,825.78","₹ 71,825.78",31.23%,46,14.43%,02-02-2013,25-07-2018
Tata India Tax Savings Fund - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 450,585.31","₹ 120,585.31",36.54%,66,11.32%,02-02-2013,25-07-2018
UTI Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Growth,"₹ 330,000.00","₹ 400,783.37","₹ 70,783.37",21.45%,66,7.04%,02-02-2013,25-07-2018
UTI Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend,"₹ 330,000.00","₹ 352,735.88","₹ 22,735.88",6.89%,66,2.41%,02-02-2013,25-07-2018
UTI Hybrid Equity Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 465,250.93","₹ 135,250.93",40.99%,66,12.50%,02-02-2013,25-07-2018
